bug: abort in add_browser, pair: (abort, gettimeofday), support: 16, confidence: 80.00%
bug: apr_vformatter in ap_setup_prelinked_modules, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in ap_setup_prelinked_modules, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in ap_setup_prelinked_modules, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in ap_update_vhost_from_headers, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in ap_update_vhost_from_headers, pair: (apr_thread_mutex_lock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in ap_update_vhost_from_headers, pair: (apr_thread_mutex_unlock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in ap_update_vhost_from_headers, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in ap_update_vhost_from_headers, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in ap_vrprintf, pair: (apr_thread_mutex_lock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in ap_vrprintf, pair: (apr_thread_mutex_unlock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in ap_vrprintf, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in handle_map_file, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in handle_map_file, pair: (apr_thread_mutex_lock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in handle_map_file, pair: (apr_thread_mutex_unlock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in handle_map_file, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in handle_map_file, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in handle_map_file, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in handle_multi, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in handle_multi, pair: (apr_thread_mutex_lock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in handle_multi, pair: (apr_thread_mutex_unlock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in handle_multi, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in handle_multi, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in handle_multi, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in index_directory, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in index_directory, pair: (apr_thread_mutex_lock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in index_directory, pair: (apr_thread_mutex_unlock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in index_directory, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in index_directory, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in process_command_config, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in process_command_config, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in process_command_config, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in process_command_config, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in process_command_config, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_del, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_del, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_del, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in vt_sdbm_del, pair: (apr_vformatter, strlen), support: 80, confidence: 93.02%
bug: apr_vformatter in vt_sdbm_del, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in vt_sdbm_del, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_thread_mutex_lock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_thread_mutex_unlock, apr_vformatter), support: 76, confidence: 88.37%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_vformatter, strlen), support: 80, confidence: 93.02%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in vt_sdbm_fetch, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_firstkey, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_firstkey, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_firstkey, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in vt_sdbm_firstkey, pair: (apr_vformatter, strlen), support: 80, confidence: 93.02%
bug: apr_vformatter in vt_sdbm_firstkey, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in vt_sdbm_firstkey, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_nextkey, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_nextkey, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_nextkey, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in vt_sdbm_nextkey, pair: (apr_vformatter, strlen), support: 80, confidence: 93.02%
bug: apr_vformatter in vt_sdbm_nextkey, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in vt_sdbm_nextkey, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_store, pair: (apr_error_string, apr_vformatter), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_store, pair: (apr_vformatter, gai_strerror), support: 69, confidence: 80.23%
bug: apr_vformatter in vt_sdbm_store, pair: (apr_vformatter, strcpy), support: 72, confidence: 83.72%
bug: apr_vformatter in vt_sdbm_store, pair: (apr_vformatter, strlen), support: 80, confidence: 93.02%
bug: apr_vformatter in vt_sdbm_store, pair: (apr_vformatter, strrchr), support: 71, confidence: 82.56%
bug: apr_vformatter in vt_sdbm_store, pair: (apr_vformatter, stuffbuffer), support: 69, confidence: 80.23%
bug: apr_vsnprintf in ap_reclaim_child_processes, pair: (apr_time_now, apr_vsnprintf), support: 24, confidence: 96.00%
bug: apr_wait_for_io_or_timeout in ap_signal_server, pair: (apr_wait_for_io_or_timeout, lseek), support: 13, confidence: 86.67%
bug: apr_wait_for_io_or_timeout in log_error_core, pair: (apr_file_flush_locked, apr_wait_for_io_or_timeout), support: 13, confidence: 86.67%
bug: apr_wait_for_io_or_timeout in make_child, pair: (apr_wait_for_io_or_timeout, lseek), support: 13, confidence: 86.67%
bug: apr_wait_for_io_or_timeout in setdbit, pair: (apr_file_flush_locked, apr_wait_for_io_or_timeout), support: 13, confidence: 86.67%
bug: ap_set_config_vectors in ap_walk_config, pair: (ap_set_config_vectors, apr_thread_mutex_lock), support: 10, confidence: 90.91%
bug: ap_set_config_vectors in ap_walk_config, pair: (ap_set_config_vectors, apr_thread_mutex_unlock), support: 10, confidence: 90.91%
bug: ap_set_config_vectors in main, pair: (ap_set_config_vectors, tolower), support: 10, confidence: 90.91%
bug: ap_str_tolower in ap_lingering_close, pair: (ap_str_tolower, strrchr), support: 12, confidence: 92.31%
bug: ap_str_tolower in start_ifdefine, pair: (__errno_location, ap_str_tolower), support: 11, confidence: 84.62%
bug: ap_str_tolower in start_ifmod, pair: (__errno_location, ap_str_tolower), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in getnext, pair: (apu__sdbm_chkpage, fcntl), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in getpage, pair: (apu__sdbm_chkpage, fcntl), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in vt_sdbm_exists, pair: (apr_thread_mutex_lock, apu__sdbm_chkpage), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in vt_sdbm_exists, pair: (apr_thread_mutex_unlock, apu__sdbm_chkpage), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in vt_sdbm_exists, pair: (apu__sdbm_chkpage, lseek), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in vt_sdbm_fetch, pair: (apr_thread_mutex_lock, apu__sdbm_chkpage), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in vt_sdbm_fetch, pair: (apr_thread_mutex_unlock, apu__sdbm_chkpage), support: 11, confidence: 84.62%
bug: apu__sdbm_chkpage in vt_sdbm_fetch, pair: (apu__sdbm_chkpage, lseek), support: 11, confidence: 84.62%
bug: buffer_output in ap_rputc, pair: (buffer_output, strlen), support: 16, confidence: 84.21%
bug: buffer_output in ap_rwrite, pair: (buffer_output, strlen), support: 16, confidence: 84.21%
bug: buffer_output in r_flush, pair: (buffer_output, strlen), support: 16, confidence: 84.21%
bug: c2x in ap_escape_errorlog_item, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_errorlog_item, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_escape_errorlog_item, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_errorlog_item, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_errorlog_item, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_escape_errorlog_item, pair: (apr_thread_mutex_lock, c2x), support: 74, confidence: 98.67%
bug: c2x in ap_escape_errorlog_item, pair: (apr_thread_mutex_unlock, c2x), support: 74, confidence: 98.67%
bug: c2x in ap_escape_errorlog_item, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_escape_errorlog_item, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, strlen), support: 74, confidence: 98.67%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, strrchr), support: 71, confidence: 94.67%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_escape_errorlog_item, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_logitem, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_logitem, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_logitem, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_escape_logitem, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_logitem, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_escape_logitem, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (c2x, strrchr), support: 71, confidence: 94.67%
bug: c2x in ap_escape_logitem, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_escape_logitem, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_path_segment, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_path_segment, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_path_segment, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_escape_path_segment, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_escape_path_segment, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_escape_path_segment, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (c2x, strrchr), support: 71, confidence: 94.67%
bug: c2x in ap_escape_path_segment, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_escape_path_segment, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in ap_log_cerror, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_cerror, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_cerror, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_cerror, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_log_cerror, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_cerror, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_log_error, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_error, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_error, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_error, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_log_error, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_error, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_log_perror, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_perror, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_perror, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_perror, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_log_perror, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_perror, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_log_rerror, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_rerror, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_rerror, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_rerror, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_log_rerror, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_log_rerror, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_os_escape_path, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_os_escape_path, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_os_escape_path, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_os_escape_path, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_os_escape_path, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_os_escape_path, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_os_escape_path, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_os_escape_path, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_os_escape_path, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_os_escape_path, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_os_escape_path, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_os_escape_path, pair: (c2x, strrchr), support: 71, confidence: 94.67%
bug: c2x in ap_os_escape_path, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_os_escape_path, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_dirent, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_dirent, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_dirent, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_sub_req_lookup_dirent, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_dirent, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_sub_req_lookup_dirent, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_dirent, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_uri, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_uri, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_uri, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_sub_req_lookup_uri, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_lookup_uri, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_sub_req_lookup_uri, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_lookup_uri, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_method_uri, pair: (apr_error_string, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_method_uri, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_method_uri, pair: (apr_os_strerror, c2x), support: 64, confidence: 85.33%
bug: c2x in ap_sub_req_method_uri, pair: (ap_run_error_log, c2x), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: c2x in ap_sub_req_method_uri, pair: (c2x, gai_strerror), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (c2x, gettimeofday), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (c2x, native_strerror), support: 64, confidence: 85.33%
bug: c2x in ap_sub_req_method_uri, pair: (c2x, strcpy), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (c2x, stuffbuffer), support: 68, confidence: 90.67%
bug: c2x in ap_sub_req_method_uri, pair: (c2x, syslog), support: 68, confidence: 90.67%
bug: c2x in log_error_core, pair: (ap_explode_recent_localtime, c2x), support: 63, confidence: 84.00%
bug: c2x in log_error_core, pair: (apr_file_flush_locked, c2x), support: 63, confidence: 84.00%
bug: c2x in log_error_core, pair: (apr_file_write_full, c2x), support: 63, confidence: 84.00%
bug: c2x in log_error_core, pair: (apr_vformatter, c2x), support: 63, confidence: 84.00%
bug: close in cb_cleanup, pair: (__errno_location, close), support: 12, confidence: 85.71%
bug: close in impl_pollset_cleanup, pair: (__errno_location, close), support: 12, confidence: 85.71%
bug: conv_10 in conv_10_quad, pair: (conv_10, conv_p2), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (conv_10, strchr), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (conv_10, strlen), support: 70, confidence: 95.89%
bug: conv_10 in conv_10_quad, pair: (__ctype_b_loc, conv_10), support: 69, confidence: 94.52%
bug: conv_10 in conv_10_quad, pair: (__isinf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (__isinff, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (__isinfl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (__isnan, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (__isnanf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_10_quad, pair: (__isnanl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, conv_p2), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, strchr), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (__ctype_b_loc, conv_10), support: 69, confidence: 94.52%
bug: conv_10 in conv_apr_sockaddr, pair: (__isinf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (__isinff, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (__isinfl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (__isnan, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (__isnanf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_apr_sockaddr, pair: (__isnanl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (conv_10, conv_p2), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (conv_10, strchr), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (__isinf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (__isinff, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (__isinfl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (__isnan, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (__isnanf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_fp, pair: (__isnanl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (conv_10, conv_p2), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (conv_10, strchr), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (conv_10, strlen), support: 70, confidence: 95.89%
bug: conv_10 in conv_in_addr, pair: (__ctype_b_loc, conv_10), support: 69, confidence: 94.52%
bug: conv_10 in conv_in_addr, pair: (__isinf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (__isinff, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (__isinfl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (__isnan, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (__isnanf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_in_addr, pair: (__isnanl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, conv_p2), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, strchr), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, strlen), support: 70, confidence: 95.89%
bug: conv_10 in conv_os_thread_t, pair: (__ctype_b_loc, conv_10), support: 69, confidence: 94.52%
bug: conv_10 in conv_os_thread_t, pair: (__isinf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (__isinff, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (__isinfl, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (__isnan, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (__isnanf, conv_10), support: 68, confidence: 93.15%
bug: conv_10 in conv_os_thread_t, pair: (__isnanl, conv_10), support: 68, confidence: 93.15%
bug: conv_10_quad in ap_fini_vhost_config, pair: (apr_strerror, conv_10_quad), support: 36, confidence: 87.80%
bug: conv_10_quad in ap_mpm_run, pair: (apr_strerror, conv_10_quad), support: 36, confidence: 87.80%
bug: conv_10_quad in apr_vformatter, pair: (apr_strerror, conv_10_quad), support: 36, confidence: 87.80%
bug: conv_10_quad in ap_signal_server, pair: (apr_strerror, conv_10_quad), support: 36, confidence: 87.80%
bug: conv_10_quad in fix_hostname, pair: (apr_strerror, conv_10_quad), support: 36, confidence: 87.80%
bug: conv_apr_sockaddr in ap_fini_vhost_config, pair: (apr_strerror, conv_apr_sockaddr), support: 36, confidence: 87.80%
bug: conv_apr_sockaddr in ap_mpm_run, pair: (apr_strerror, conv_apr_sockaddr), support: 36, confidence: 87.80%
