bug: ap_escape_errorlog_item in main, pair: (ap_escape_errorlog_item, apr_time_now), support: 62, confidence: 98.41%
bug: strrchr in ap_add_loaded_module, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in apr_filepath_name_get, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in apr_getopt, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in ap_rind, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in ap_setup_prelinked_modules, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in ap_strrchr_c, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in ap_strrchr, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in cerr, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in cgi_handler, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in filter_provider, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in find_ct, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in find_desc, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in ignore_entry, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in include_cmd, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in init_process, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in make_parent_entry, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strrchr in serr, pair: (strlen, strrchr), support: 103, confidence: 85.12%
bug: strtol in apr_uri_parse_hostinfo, pair: (__errno_location, strtol), support: 20, confidence: 86.96%
bug: strtol in apr_uri_parse, pair: (__errno_location, strtol), support: 20, confidence: 86.96%
bug: strtol in ap_set_int_slot, pair: (__errno_location, strtol), support: 20, confidence: 86.96%
bug: stuffbuffer in allow_cmd, pair: (strlen, stuffbuffer), support: 19, confidence: 90.48%
bug: stuffbuffer in cgi_child_errfn, pair: (strlen, stuffbuffer), support: 19, confidence: 90.48%
bug: syslog in ap_log_cerror, pair: (ap_escape_errorlog_item, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_cerror, pair: (ap_recent_ctime, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_cerror, pair: (apr_file_flush, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_cerror, pair: (apr_file_puts, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_cerror, pair: (apr_snprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_cerror, pair: (apr_strerror, syslog), support: 64, confidence: 94.12%
bug: syslog in ap_log_cerror, pair: (apr_time_now, syslog), support: 62, confidence: 91.18%
bug: syslog in ap_log_cerror, pair: (apr_vsnprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_error, pair: (ap_escape_errorlog_item, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_error, pair: (ap_recent_ctime, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_error, pair: (apr_file_flush, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_error, pair: (apr_file_puts, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_error, pair: (apr_snprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_error, pair: (apr_strerror, syslog), support: 64, confidence: 94.12%
bug: syslog in ap_log_error, pair: (apr_time_now, syslog), support: 62, confidence: 91.18%
bug: syslog in ap_log_error, pair: (apr_vsnprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_perror, pair: (ap_escape_errorlog_item, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_perror, pair: (ap_recent_ctime, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_perror, pair: (apr_file_flush, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_perror, pair: (apr_file_puts, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_perror, pair: (apr_snprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_perror, pair: (apr_strerror, syslog), support: 64, confidence: 94.12%
bug: syslog in ap_log_perror, pair: (apr_time_now, syslog), support: 62, confidence: 91.18%
bug: syslog in ap_log_perror, pair: (apr_vsnprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_rerror, pair: (ap_escape_errorlog_item, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_rerror, pair: (ap_recent_ctime, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_rerror, pair: (apr_file_flush, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_rerror, pair: (apr_file_puts, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_rerror, pair: (apr_snprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in ap_log_rerror, pair: (apr_strerror, syslog), support: 64, confidence: 94.12%
bug: syslog in ap_log_rerror, pair: (apr_time_now, syslog), support: 62, confidence: 91.18%
bug: syslog in ap_log_rerror, pair: (apr_vsnprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in log_error_core, pair: (ap_escape_errorlog_item, syslog), support: 63, confidence: 92.65%
bug: syslog in log_error_core, pair: (ap_recent_ctime, syslog), support: 63, confidence: 92.65%
bug: syslog in log_error_core, pair: (apr_file_flush, syslog), support: 63, confidence: 92.65%
bug: syslog in log_error_core, pair: (apr_file_puts, syslog), support: 63, confidence: 92.65%
bug: syslog in log_error_core, pair: (apr_snprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in log_error_core, pair: (apr_time_now, syslog), support: 62, confidence: 91.18%
bug: syslog in log_error_core, pair: (apr_vsnprintf, syslog), support: 63, confidence: 92.65%
bug: syslog in main, pair: (apr_time_now, syslog), support: 62, confidence: 91.18%
bug: table_reindex in apr_table_overlay, pair: (strcasecmp, table_reindex), support: 77, confidence: 98.72%
bug: toupper in make_parent_entry, pair: (__ctype_b_loc, toupper), support: 13, confidence: 92.86%
bug: try_flipped in ap_pregcomp, pair: (free, try_flipped), support: 10, confidence: 90.91%
bug: try_flipped in ap_pregcomp, pair: (match, try_flipped), support: 10, confidence: 90.91%
bug: try_flipped in ap_pregcomp, pair: (strlen, try_flipped), support: 10, confidence: 90.91%
bug: update_r_in_filters in ap_internal_fast_redirect, pair: (strcasecmp, update_r_in_filters), support: 13, confidence: 86.67%
bug: update_r_in_filters in ap_internal_fast_redirect, pair: (table_reindex, update_r_in_filters), support: 12, confidence: 80.00%
bug: update_r_in_filters in fixup_dflt, pair: (strcasecmp, update_r_in_filters), support: 13, confidence: 86.67%
bug: update_r_in_filters in fixup_dflt, pair: (table_reindex, update_r_in_filters), support: 12, confidence: 80.00%
bug: update_r_in_filters in handle_multi, pair: (table_reindex, update_r_in_filters), support: 12, confidence: 80.00%
bug: write in apr_file_flush_locked, pair: (apr_thread_mutex_lock, write), support: 32, confidence: 86.49%
bug: write in apr_file_flush_locked, pair: (apr_thread_mutex_unlock, write), support: 32, confidence: 86.49%
bug: write in apr_file_info_get_locked, pair: (apr_thread_mutex_lock, write), support: 32, confidence: 86.49%
bug: write in apr_file_info_get_locked, pair: (apr_thread_mutex_unlock, write), support: 32, confidence: 86.49%
bug: write in apr_socket_send, pair: (apr_thread_mutex_lock, write), support: 32, confidence: 86.49%
bug: write in apr_socket_send, pair: (apr_thread_mutex_unlock, write), support: 32, confidence: 86.49%
bug: write in file_read_buffered, pair: (apr_thread_mutex_lock, write), support: 32, confidence: 86.49%
bug: write in file_read_buffered, pair: (apr_thread_mutex_unlock, write), support: 32, confidence: 86.49%
bug: write in setptr, pair: (apr_thread_mutex_lock, write), support: 32, confidence: 86.49%
bug: write in setptr, pair: (apr_thread_mutex_unlock, write), support: 32, confidence: 86.49%
