bug: abort in add_browser, pair: (abort, apr_cpystrn), support: 17, confidence: 85.00%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, strchr), support: 168, confidence: 97.11%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, strcpy), support: 167, confidence: 96.53%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in conv_apr_sockaddr, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in conv_apr_sockaddr, pair: (__ctype_b_loc, conv_10), support: 169, confidence: 97.69%
bug: conv_10 in conv_apr_sockaddr, pair: (__isinf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_apr_sockaddr, pair: (__isinff, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_apr_sockaddr, pair: (__isinfl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_apr_sockaddr, pair: (__isnan, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_apr_sockaddr, pair: (__isnanf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_apr_sockaddr, pair: (__isnanl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in conv_fp, pair: (apr_error_string, conv_10), support: 166, confidence: 95.95%
bug: conv_10 in conv_fp, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in conv_fp, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in conv_fp, pair: (conv_10, conv_p2), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (conv_10, gai_strerror), support: 166, confidence: 95.95%
bug: conv_10 in conv_fp, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in conv_fp, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in conv_fp, pair: (conv_10, strchr), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (conv_10, strcpy), support: 167, confidence: 96.53%
bug: conv_10 in conv_fp, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in conv_fp, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in conv_fp, pair: (__isinf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (__isinff, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (__isinfl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (__isnan, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (__isnanf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_fp, pair: (__isnanl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in conv_in_addr, pair: (apr_error_string, conv_10), support: 166, confidence: 95.95%
bug: conv_10 in conv_in_addr, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in conv_in_addr, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in conv_in_addr, pair: (conv_10, conv_p2), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (conv_10, gai_strerror), support: 166, confidence: 95.95%
bug: conv_10 in conv_in_addr, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in conv_in_addr, pair: (conv_10, strchr), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (conv_10, strcpy), support: 167, confidence: 96.53%
bug: conv_10 in conv_in_addr, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in conv_in_addr, pair: (conv_10, strlen), support: 170, confidence: 98.27%
bug: conv_10 in conv_in_addr, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in conv_in_addr, pair: (__ctype_b_loc, conv_10), support: 169, confidence: 97.69%
bug: conv_10 in conv_in_addr, pair: (__isinf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (__isinff, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (__isinfl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (__isnan, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (__isnanf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_in_addr, pair: (__isnanl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in conv_os_thread_t, pair: (apr_error_string, conv_10), support: 166, confidence: 95.95%
bug: conv_10 in conv_os_thread_t, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in conv_os_thread_t, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, conv_p2), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, gai_strerror), support: 166, confidence: 95.95%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, strchr), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, strcpy), support: 167, confidence: 96.53%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, strlen), support: 170, confidence: 98.27%
bug: conv_10 in conv_os_thread_t, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in conv_os_thread_t, pair: (__ctype_b_loc, conv_10), support: 169, confidence: 97.69%
bug: conv_10 in conv_os_thread_t, pair: (__isinf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (__isinff, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (__isinfl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (__isnan, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (__isnanf, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in conv_os_thread_t, pair: (__isnanl, conv_10), support: 168, confidence: 97.11%
bug: conv_10 in dbm_open_type, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in dump_a_vhost, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in dump_vhost_config, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in format_byte_out, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in format_byte_out, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in format_kbyte_out, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in format_kbyte_out, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in get_canned_error_string, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in get_canned_error_string, pair: (apr_error_string, conv_10), support: 166, confidence: 95.95%
bug: conv_10 in get_canned_error_string, pair: (conv_10, gai_strerror), support: 166, confidence: 95.95%
bug: conv_10 in get_canned_error_string, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in get_canned_error_string, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in get_canned_error_string, pair: (conv_10, strcpy), support: 167, confidence: 96.53%
bug: conv_10 in get_canned_error_string, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in get_canned_error_string, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in handle_autoindex, pair: (apr_error_string, conv_10), support: 166, confidence: 95.95%
bug: conv_10 in handle_autoindex, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in handle_autoindex, pair: (conv_10, gai_strerror), support: 166, confidence: 95.95%
bug: conv_10 in handle_autoindex, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in handle_autoindex, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in handle_autoindex, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in handle_autoindex, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in handle_map_file, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in handle_map_file, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in handle_map_file, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in handle_multi, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in handle_multi, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in handle_multi, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in handle_multi, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in handle_multi, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in index_directory, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in index_directory, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in init_server_config, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in is_header_regex, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in log_error_core, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in log_request_time, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in log_request_time, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in log_request_time, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in num_cmd_write, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in output_directories, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in output_directories, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in process_command_config, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in process_command_config, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in process_command_config, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in proc_mutex_posix_create, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in set_limit_cpu, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in set_limit_mem, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in set_limit_nproc, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in set_neg_headers, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in show_time, pair: (apr_thread_mutex_lock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in show_time, pair: (apr_thread_mutex_unlock, conv_10), support: 151, confidence: 87.28%
bug: conv_10 in startup_children, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in storage_cmd_write, pair: (conv_10, stuffbuffer), support: 139, confidence: 80.35%
bug: conv_10 in unixd_pre_config, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in unixd_set_group, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in unixd_set_user, pair: (conv_10, ntohl), support: 144, confidence: 83.24%
bug: conv_10 in vt_sdbm_del, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in vt_sdbm_del, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_del, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_fetch, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in vt_sdbm_fetch, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_fetch, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_firstkey, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in vt_sdbm_firstkey, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_firstkey, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_nextkey, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in vt_sdbm_nextkey, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_nextkey, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_store, pair: (apr_cpystrn, conv_10), support: 154, confidence: 89.02%
bug: conv_10 in vt_sdbm_store, pair: (conv_10, hstrerror), support: 150, confidence: 86.71%
bug: conv_10 in vt_sdbm_store, pair: (conv_10, strerror_r), support: 150, confidence: 86.71%
bug: conv_10_quad in ap_directory_walk, pair: (apr_cpystrn, conv_10_quad), support: 48, confidence: 96.00%
bug: conv_10_quad in ap_directory_walk, pair: (conv_10_quad, hstrerror), support: 47, confidence: 94.00%
bug: conv_10_quad in ap_directory_walk, pair: (conv_10_quad, strerror_r), support: 47, confidence: 94.00%
bug: conv_10_quad in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in ap_regerror, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in ap_regerror, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in ap_rprintf, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in apr_strfsize, pair: (apr_strfsize, conv_10_quad), support: 49, confidence: 98.00%
bug: conv_10_quad in apr_strfsize, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in get_canned_error_string, pair: (apr_cpystrn, conv_10_quad), support: 48, confidence: 96.00%
bug: conv_10_quad in get_canned_error_string, pair: (apr_error_string, conv_10_quad), support: 48, confidence: 96.00%
bug: conv_10_quad in get_canned_error_string, pair: (conv_10_quad, gai_strerror), support: 48, confidence: 96.00%
bug: conv_10_quad in get_canned_error_string, pair: (conv_10_quad, hstrerror), support: 47, confidence: 94.00%
bug: conv_10_quad in get_canned_error_string, pair: (conv_10_quad, strcpy), support: 49, confidence: 98.00%
bug: conv_10_quad in get_canned_error_string, pair: (conv_10_quad, strerror_r), support: 47, confidence: 94.00%
bug: conv_10_quad in get_canned_error_string, pair: (__errno_location, conv_10_quad), support: 48, confidence: 96.00%
bug: conv_10_quad in handle_autoindex, pair: (apr_error_string, conv_10_quad), support: 48, confidence: 96.00%
bug: conv_10_quad in handle_autoindex, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in handle_autoindex, pair: (conv_10_quad, gai_strerror), support: 48, confidence: 96.00%
bug: conv_10_quad in handle_autoindex, pair: (conv_10_quad, hstrerror), support: 47, confidence: 94.00%
bug: conv_10_quad in handle_autoindex, pair: (conv_10_quad, strerror_r), support: 47, confidence: 94.00%
bug: conv_10_quad in handle_autoindex, pair: (__errno_location, conv_10_quad), support: 48, confidence: 96.00%
bug: conv_10_quad in log_request_time, pair: (apr_thread_mutex_lock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_10_quad in log_request_time, pair: (apr_thread_mutex_unlock, conv_10_quad), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in ap_directory_walk, pair: (apr_cpystrn, conv_apr_sockaddr), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in ap_directory_walk, pair: (conv_apr_sockaddr, hstrerror), support: 47, confidence: 94.00%
bug: conv_apr_sockaddr in ap_directory_walk, pair: (conv_apr_sockaddr, strerror_r), support: 47, confidence: 94.00%
bug: conv_apr_sockaddr in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in ap_regerror, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in ap_regerror, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in ap_rprintf, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in apr_strfsize, pair: (apr_strfsize, conv_apr_sockaddr), support: 49, confidence: 98.00%
bug: conv_apr_sockaddr in apr_strfsize, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (apr_cpystrn, conv_apr_sockaddr), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (apr_error_string, conv_apr_sockaddr), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (conv_apr_sockaddr, gai_strerror), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (conv_apr_sockaddr, hstrerror), support: 47, confidence: 94.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (conv_apr_sockaddr, strcpy), support: 49, confidence: 98.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (conv_apr_sockaddr, strerror_r), support: 47, confidence: 94.00%
bug: conv_apr_sockaddr in get_canned_error_string, pair: (__errno_location, conv_apr_sockaddr), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (apr_error_string, conv_apr_sockaddr), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (conv_apr_sockaddr, gai_strerror), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (conv_apr_sockaddr, hstrerror), support: 47, confidence: 94.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (conv_apr_sockaddr, strerror_r), support: 47, confidence: 94.00%
bug: conv_apr_sockaddr in handle_autoindex, pair: (__errno_location, conv_apr_sockaddr), support: 48, confidence: 96.00%
bug: conv_apr_sockaddr in log_request_time, pair: (apr_thread_mutex_lock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_apr_sockaddr in log_request_time, pair: (apr_thread_mutex_unlock, conv_apr_sockaddr), support: 43, confidence: 86.00%
bug: conv_fp in ap_directory_walk, pair: (apr_cpystrn, conv_fp), support: 48, confidence: 96.00%
bug: conv_fp in ap_directory_walk, pair: (conv_fp, hstrerror), support: 47, confidence: 94.00%
bug: conv_fp in ap_directory_walk, pair: (conv_fp, strerror_r), support: 47, confidence: 94.00%
bug: conv_fp in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in ap_regerror, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in ap_regerror, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in ap_rprintf, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in apr_strfsize, pair: (apr_strfsize, conv_fp), support: 49, confidence: 98.00%
bug: conv_fp in apr_strfsize, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in get_canned_error_string, pair: (apr_cpystrn, conv_fp), support: 48, confidence: 96.00%
bug: conv_fp in get_canned_error_string, pair: (apr_error_string, conv_fp), support: 48, confidence: 96.00%
bug: conv_fp in get_canned_error_string, pair: (conv_fp, gai_strerror), support: 48, confidence: 96.00%
bug: conv_fp in get_canned_error_string, pair: (conv_fp, hstrerror), support: 47, confidence: 94.00%
bug: conv_fp in get_canned_error_string, pair: (conv_fp, strcpy), support: 49, confidence: 98.00%
bug: conv_fp in get_canned_error_string, pair: (conv_fp, strerror_r), support: 47, confidence: 94.00%
bug: conv_fp in get_canned_error_string, pair: (__errno_location, conv_fp), support: 48, confidence: 96.00%
bug: conv_fp in handle_autoindex, pair: (apr_error_string, conv_fp), support: 48, confidence: 96.00%
bug: conv_fp in handle_autoindex, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in handle_autoindex, pair: (conv_fp, gai_strerror), support: 48, confidence: 96.00%
bug: conv_fp in handle_autoindex, pair: (conv_fp, hstrerror), support: 47, confidence: 94.00%
bug: conv_fp in handle_autoindex, pair: (conv_fp, strerror_r), support: 47, confidence: 94.00%
bug: conv_fp in handle_autoindex, pair: (__errno_location, conv_fp), support: 48, confidence: 96.00%
bug: conv_fp in log_request_time, pair: (apr_thread_mutex_lock, conv_fp), support: 43, confidence: 86.00%
bug: conv_fp in log_request_time, pair: (apr_thread_mutex_unlock, conv_fp), support: 43, confidence: 86.00%
bug: conv_in_addr in ap_directory_walk, pair: (apr_cpystrn, conv_in_addr), support: 48, confidence: 96.00%
bug: conv_in_addr in ap_directory_walk, pair: (conv_in_addr, hstrerror), support: 47, confidence: 94.00%
bug: conv_in_addr in ap_directory_walk, pair: (conv_in_addr, strerror_r), support: 47, confidence: 94.00%
bug: conv_in_addr in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in ap_regerror, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in ap_regerror, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in ap_rprintf, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in apr_strfsize, pair: (apr_strfsize, conv_in_addr), support: 49, confidence: 98.00%
bug: conv_in_addr in apr_strfsize, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in get_canned_error_string, pair: (apr_cpystrn, conv_in_addr), support: 48, confidence: 96.00%
bug: conv_in_addr in get_canned_error_string, pair: (apr_error_string, conv_in_addr), support: 48, confidence: 96.00%
bug: conv_in_addr in get_canned_error_string, pair: (conv_in_addr, gai_strerror), support: 48, confidence: 96.00%
bug: conv_in_addr in get_canned_error_string, pair: (conv_in_addr, hstrerror), support: 47, confidence: 94.00%
bug: conv_in_addr in get_canned_error_string, pair: (conv_in_addr, strcpy), support: 49, confidence: 98.00%
bug: conv_in_addr in get_canned_error_string, pair: (conv_in_addr, strerror_r), support: 47, confidence: 94.00%
bug: conv_in_addr in get_canned_error_string, pair: (__errno_location, conv_in_addr), support: 48, confidence: 96.00%
bug: conv_in_addr in handle_autoindex, pair: (apr_error_string, conv_in_addr), support: 48, confidence: 96.00%
bug: conv_in_addr in handle_autoindex, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in handle_autoindex, pair: (conv_in_addr, gai_strerror), support: 48, confidence: 96.00%
bug: conv_in_addr in handle_autoindex, pair: (conv_in_addr, hstrerror), support: 47, confidence: 94.00%
bug: conv_in_addr in handle_autoindex, pair: (conv_in_addr, strerror_r), support: 47, confidence: 94.00%
bug: conv_in_addr in handle_autoindex, pair: (__errno_location, conv_in_addr), support: 48, confidence: 96.00%
bug: conv_in_addr in log_request_time, pair: (apr_thread_mutex_lock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_in_addr in log_request_time, pair: (apr_thread_mutex_unlock, conv_in_addr), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in ap_directory_walk, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 48, confidence: 96.00%
